  -    ; 1.200 ; 2.800 ; 3.500 ; 7.200 ; 4.400 ; 4.500 ; 7.900 ; 3.400 ; 4.000 ; 4.200 ; 3.600 ; 2.700 ; 6.900 ; 6.300 ; 3.400 ; 11.300 ; 4.300 ; 3.700 ; 3.400 ; 3.900 ; 4.000 ; 3.200 ; 3.900 ; 3.700 ; 4.100 ; 8.800 ; 1.800 ; 3.300 ; 2.900 ; 2.800 ; 6.600 ; 5.200 ; 4.200 ; 4.200 ; 6.400 ; 1.900 ; 5.800 ; 7.900 ; 7.100 
 1.200 ;  -    ; 1.600 ; 2.900 ; 6.600 ; 4.200 ; 3.900 ; 7.300 ; 2.400 ; 3.000 ; 3.800 ; 3.200 ; 1.700 ; 3.500 ; 5.900 ; 2.500 ; 11.000 ; 3.800 ; 3.200 ; 2.400 ; 2.700 ; 3.600 ; 2.200 ; 3.400 ; 3.300 ; 3.000 ; 8.200 ; 650 ; 2.200 ; 1.700 ; 1.600 ; 5.900 ; 4.000 ; 3.700 ; 3.700 ; 5.900 ; 700 ; 5.200 ; 7.700 ; 6.900 
 2.800 ; 1.600 ;  -    ; 4.500 ; 8.300 ; 5.500 ; 5.500 ; 11.000 ; 4.100 ; 4.300 ; 5.300 ; 4.700 ; 2.000 ; 7.900 ; 7.400 ; 2.900 ; 12.300 ; 4.700 ; 4.200 ; 3.000 ; 3.800 ; 5.000 ; 2.900 ; 4.200 ; 4.100 ; 1.300 ; 9.500 ; 1.000 ; 300 ; 400 ; 280 ; 7.200 ; 5.200 ; 4.700 ; 4.700 ; 7.200 ; 950 ; 6.500 ; 9.000 ; 8.100 
 3.500 ; 2.900 ; 4.500 ;  -    ; 3.900 ; 1.300 ; 1.200 ; 4.600 ; 1.700 ; 1.100 ; 900 ; 750 ; 3.200 ; 4.000 ; 3.400 ; 1.700 ; 4.800 ; 1.000 ; 700 ; 1.700 ; 2.000 ; 1.600 ; 2.000 ; 750 ; 600 ; 4.100 ; 5.500 ; 3.600 ; 5.100 ; 4.700 ; 4.600 ; 3.100 ; 1.300 ; 700 ; 700 ; 3.100 ; 3.700 ; 2.500 ; 4.600 ; 3.800 
 7.200 ; 6.600 ; 8.300 ; 3.900 ;  -    ; 3.400 ; 3.500 ; 3.100 ; 4.500 ; 3.900 ; 3.600 ; 4.500 ; 5.900 ; 4.500 ; 4.700 ; 4.400 ; 3.300 ; 3.200 ; 4.600 ; 4.400 ; 4.000 ; 3.800 ; 4.800 ; 3.800 ; 4.000 ; 7.000 ; 2.100 ; 6.700 ; 8.200 ; 7.800 ; 7.700 ; 1.200 ; 3.400 ; 4.000 ; 4.000 ; 1.400 ; 6.800 ; 1.900 ; 3.200 ; 2.300 
 4.400 ; 4.200 ; 5.500 ; 1.300 ; 3.400 ;  -    ; 130 ; 3.600 ; 3.000 ; 2.400 ; 900 ; 1.200 ; 4.500 ; 2.400 ; 1.900 ; 3.000 ; 3.600 ; 2.200 ; 2.200 ; 3.000 ; 2.500 ; 2.400 ; 3.200 ; 2.300 ; 2.300 ; 5.100 ; 4.100 ; 4.400 ; 5.900 ; 5.500 ; 5.400 ; 2.400 ; 2.000 ; 1.400 ; 1.400 ; 2.200 ; 4.900 ; 1.500 ; 3.700 ; 2.800 
 4.500 ; 3.900 ; 5.500 ; 1.200 ; 3.500 ; 130 ;  -    ; 3.600 ; 2.400 ; 1.800 ; 300 ; 1.100 ; 3.900 ; 2.800 ; 2.200 ; 2.300 ; 4.100 ; 1.500 ; 1.500 ; 2.400 ; 2.000 ; 1.700 ; 2.700 ; 1.700 ; 1.700 ; 5.000 ; 4.700 ; 4.500 ; 6.000 ; 5.600 ; 5.400 ; 2.300 ; 1.800 ; 1.200 ; 1.200 ; 2.100 ; 4.600 ; 1.600 ; 3.600 ; 2.600 
 7.900 ; 7.300 ; 11.000 ; 4.600 ; 3.100 ; 3.600 ; 3.600 ;  -    ; 4.800 ; 4.200 ; 3.300 ; 4.200 ; 6.300 ; 2.800 ; 3.200 ; 4.800 ; 800 ; 3.700 ; 4.200 ; 4.800 ; 4.300 ; 4.100 ; 5.100 ; 4.100 ; 4.200 ; 8.000 ; 1.700 ; 7.500 ; 9.000 ; 8.100 ; 8.000 ; 3.100 ; 3.900 ; 3.700 ; 3.700 ; 2.300 ; 7.100 ; 1.600 ; 600 ; 300 
 3.400 ; 2.400 ; 4.100 ; 1.700 ; 4.500 ; 3.000 ; 2.400 ; 4.800 ;  -    ; 650 ; 2.100 ; 2.200 ; 1.400 ; 4.900 ; 4.800 ; 73 ; 5.600 ; 1.400 ; 1.000 ; 55 ; 600 ; 1.200 ; 230 ; 900 ; 950 ; 2.600 ; 8.000 ; 2.200 ; 3.700 ; 3.300 ; 3.200 ; 5.400 ; 3.400 ; 4.000 ; 4.000 ; 5.500 ; 2.300 ; 5.100 ; 7.200 ; 6.300 
 4.000 ; 3.000 ; 4.300 ; 1.100 ; 3.900 ; 2.400 ; 1.800 ; 4.200 ; 650 ;  -    ; 1.500 ; 1.400 ; 2.100 ; 4.300 ; 4.200 ; 600 ; 5.000 ; 800 ; 700 ; 600 ; 100 ; 650 ; 900 ; 1.300 ; 1.350 ; 3.200 ; 5.800 ; 2.900 ; 4.400 ; 4.000 ; 3.800 ; 3.200 ; 1.300 ; 1.000 ; 1.000 ; 3.100 ; 2.900 ; 2.900 ; 4.800 ; 4.000 
 4.200 ; 3.800 ; 5.300 ; 900 ; 3.600 ; 900 ; 300 ; 3.300 ; 2.100 ; 1.500 ;  -    ; 950 ; 3.600 ; 3.100 ; 2.800 ; 2.100 ; 4.000 ; 1.200 ; 1.100 ; 2.000 ; 1.500 ; 1.400 ; 2.400 ; 1.400 ; 1.450 ; 4.600 ; 4.600 ; 4.300 ; 5.900 ; 5.300 ; 5.200 ; 2.500 ; 1.500 ; 950 ; 950 ; 2.300 ; 4.300 ; 1.600 ; 3.800 ; 4.000 
 3.600 ; 3.200 ; 4.700 ; 750 ; 4.500 ; 1.200 ; 1.100 ; 4.200 ; 2.200 ; 1.400 ; 950 ;  -    ; 3.600 ; 3.300 ; 2.900 ; 2.100 ; 5.000 ; 1.100 ; 1.000 ; 1.800 ; 1.400 ; 1.400 ; 2.100 ; 1.500 ; 1.300 ; 5.700 ; 5.400 ; 3.600 ; 5.100 ; 4.700 ; 1.300 ; 3.100 ; 1.400 ; 850 ; 850 ; 3.100 ; 3.700 ; 2.400 ; 4.600 ; 4.700 
 2.700 ; 1.700 ; 2.000 ; 3.200 ; 5.900 ; 4.500 ; 3.900 ; 6.300 ; 1.400 ; 2.100 ; 3.600 ; 3.600 ;  -    ; 6.400 ; 6.200 ; 1.500 ; 7.100 ; 2.800 ; 2.700 ; 1.500 ; 2.000 ; 2.700 ; 1.200 ; 2.700 ; 2.800 ; 1.200 ; 7.900 ; 1.500 ; 2.500 ; 2.600 ; 2.400 ; 5.200 ; 3.600 ; 3.100 ; 3.100 ; 5.300 ; 1.500 ; 4.900 ; 7.100 ; 6.200 
 6.900 ; 3.500 ; 7.900 ; 4.000 ; 4.500 ; 2.400 ; 2.800 ; 2.800 ; 4.900 ; 4.300 ; 3.100 ; 3.300 ; 6.400 ;  -    ; 500 ; 4.900 ; 3.700 ; 4.100 ; 4.200 ; 4.400 ; 4.900 ; 4.300 ; 5.400 ; 4.300 ; 4.500 ; 7.800 ; 3.700 ; 6.600 ; 8.700 ; 7.700 ; 7.600 ; 4.200 ; 4.400 ; 3.800 ; 3.800 ; 4.000 ; 6.700 ; 6.700 ; 3.500 ; 2.700 
 6.300 ; 5.900 ; 7.400 ; 3.400 ; 4.700 ; 1.900 ; 2.200 ; 3.200 ; 4.800 ; 4.200 ; 2.800 ; 2.900 ; 6.200 ; 500 ;  -    ; 3.900 ; 4.100 ; 4.100 ; 4.300 ; 5.000 ; 4.500 ; 4.200 ; 5.200 ; 4.300 ; 4.400 ; 7.200 ; 3.900 ; 6.800 ; 8.900 ; 7.900 ; 7.800 ; 4.400 ; 4.600 ; 4.000 ; 4.000 ; 4.200 ; 7.300 ; 6.900 ; 3.700 ; 2.900 
 3.400 ; 2.500 ; 2.900 ; 1.700 ; 4.400 ; 3.000 ; 2.300 ; 4.800 ; 73 ; 600 ; 2.100 ; 2.100 ; 1.500 ; 4.900 ; 3.900 ;  -    ; 5.500 ; 1.400 ; 1.200 ; 56 ; 450 ; 1.200 ; 250 ; 900 ; 1.000 ; 2.600 ; 2.300 ; 2.300 ; 3.800 ; 3.400 ; 3.200 ; 5.600 ; 3.500 ; 4.100 ; 4.100 ; 5.600 ; 2.300 ; 5.100 ; 7.300 ; 6.500 
 11.300 ; 11.000 ; 12.300 ; 4.800 ; 3.300 ; 3.600 ; 4.100 ; 800 ; 5.600 ; 5.000 ; 4.000 ; 5.000 ; 7.100 ; 3.700 ; 4.100 ; 5.500 ;  -    ; 4.500 ; 4.900 ; 5.600 ; 5.300 ; 5.100 ; 5.800 ; 4.900 ; 5.000 ; 8.500 ; 2.700 ; 8.000 ; 9.500 ; 9.100 ; 9.000 ; 3.900 ; 4.900 ; 4.600 ; 4.600 ; 3.100 ; 8.100 ; 2.700 ; 300 ; 1.300 
 4.300 ; 3.800 ; 4.700 ; 1.000 ; 3.200 ; 2.200 ; 1.500 ; 3.700 ; 1.400 ; 800 ; 1.200 ; 1.100 ; 2.800 ; 4.100 ; 4.100 ; 1.400 ; 4.500 ;  -    ; 700 ; 1.400 ; 900 ; 260 ; 1.600 ; 700 ; 750 ; 4.100 ; 5.600 ; 3.600 ; 5.100 ; 4.700 ; 4.500 ; 2.200 ; 270 ; 290 ; 290 ; 2.200 ; 3.600 ; 2.500 ; 4.600 ; 3.700 
 3.700 ; 3.200 ; 4.200 ; 700 ; 4.600 ; 2.200 ; 1.500 ; 4.200 ; 1.000 ; 700 ; 1.100 ; 1.000 ; 2.700 ; 4.200 ; 4.300 ; 1.200 ; 4.900 ; 700 ;  -    ; 1.000 ; 650 ; 550 ; 1.500 ; 190 ; 140 ; 3.700 ; 8.100 ; 2.200 ; 3.800 ; 3.400 ; 3.200 ; 5.600 ; 1.700 ; 1.400 ; 1.400 ; 3.500 ; 3.200 ; 3.300 ; 5.300 ; 4.600 
 3.400 ; 2.400 ; 3.000 ; 1.700 ; 4.400 ; 3.000 ; 2.400 ; 4.800 ; 55 ; 600 ; 2.000 ; 1.800 ; 1.500 ; 4.400 ; 5.000 ; 56 ; 5.600 ; 1.400 ; 1.000 ;  -    ; 500 ; 1.200 ; 300 ; 1.200 ; 1.300 ; 2.600 ; 5.700 ; 3.700 ; 5.200 ; 4.800 ; 4.600 ; 3.300 ; 1.300 ; 1.200 ; 3.300 ; 3.100 ; 3.400 ; 2.700 ; 4.800 ; 4.000 
 3.900 ; 2.700 ; 3.800 ; 2.000 ; 4.000 ; 2.500 ; 2.000 ; 4.300 ; 600 ; 100 ; 1.500 ; 1.400 ; 2.000 ; 4.900 ; 4.500 ; 450 ; 5.300 ; 900 ; 650 ; 500 ;  -    ; 650 ; 850 ; 1.300 ; 1.200 ; 3.200 ; 5.700 ; 3.300 ; 4.900 ; 4.800 ; 4.600 ; 3.300 ; 1.300 ; 1.200 ; 1.200 ; 3.300 ; 3.400 ; 2.700 ; 4.800 ; 4.000 
 4.000 ; 3.600 ; 5.000 ; 1.600 ; 3.800 ; 2.400 ; 1.700 ; 4.100 ; 1.200 ; 650 ; 1.400 ; 1.400 ; 2.700 ; 4.300 ; 4.200 ; 1.200 ; 5.100 ; 260 ; 550 ; 1.200 ; 650 ;  -    ; 1.500 ; 650 ; 700 ; 3.900 ; 4.900 ; 3.400 ; 5.400 ; 4.500 ; 4.400 ; 2.400 ; 550 ; 800 ; 800 ; 2.400 ; 3.500 ; 3.000 ; 4.800 ; 3.900 
 3.200 ; 2.200 ; 2.900 ; 2.000 ; 4.800 ; 3.200 ; 2.700 ; 5.100 ; 230 ; 900 ; 2.400 ; 2.100 ; 1.200 ; 5.400 ; 5.200 ; 250 ; 5.800 ; 1.600 ; 1.500 ; 300 ; 850 ; 1.500 ;  -    ; 1.100 ; 1.150 ; 2.400 ; 6.500 ; 3.400 ; 5.300 ; 5.600 ; 4.400 ; 3.900 ; 2.000 ; 1.700 ; 1.700 ; 3.800 ; 3.500 ; 3.500 ; 5.600 ; 4.800 
 3.900 ; 3.400 ; 4.200 ; 750 ; 3.800 ; 2.300 ; 1.700 ; 4.100 ; 900 ; 1.300 ; 1.400 ; 1.500 ; 2.700 ; 4.300 ; 4.300 ; 900 ; 4.900 ; 700 ; 190 ; 1.200 ; 1.300 ; 650 ; 1.100 ;  -    ; 50 ; 3.500 ; 5.400 ; 3.400 ; 5.000 ; 4.500 ; 4.400 ; 3.100 ; 1.000 ; 600 ; 600 ; 2.900 ; 3.600 ; 2.400 ; 4.300 ; 3.500 
 3.700 ; 3.300 ; 4.100 ; 600 ; 4.000 ; 2.300 ; 1.700 ; 4.200 ; 950 ; 1.350 ; 1.450 ; 1.300 ; 2.800 ; 4.500 ; 4.400 ; 1.000 ; 5.000 ; 750 ; 140 ; 1.300 ; 1.200 ; 700 ; 1.150 ; 50 ;  -    ; 3.600 ; 5.600 ; 3.500 ; 5.100 ; 4.600 ; 4.500 ; 3.000 ; 1.200 ; 750 ; 750 ; 3.000 ; 3.600 ; 2.600 ; 4.700 ; 3.900 
 4.100 ; 3.000 ; 1.300 ; 4.100 ; 7.000 ; 5.100 ; 5.000 ; 8.000 ; 2.600 ; 3.200 ; 4.600 ; 5.700 ; 1.200 ; 7.800 ; 7.200 ; 2.600 ; 8.500 ; 4.100 ; 3.700 ; 2.600 ; 3.200 ; 3.900 ; 2.400 ; 3.500 ; 3.600 ; -   ; 8.300 ; 2.300 ; 1.800 ; 1.700 ; 1.600 ; 6.200 ; 4.400 ; 4.100 ; 4.100 ; 6.200 ; 2.600 ; 5.900 ; 8.100 ; 7.200 
 8.800 ; 8.200 ; 9.500 ; 5.500 ; 2.100 ; 4.100 ; 4.700 ; 1.700 ; 8.000 ; 5.800 ; 4.600 ; 5.400 ; 7.900 ; 3.700 ; 3.900 ; 2.300 ; 2.700 ; 5.600 ; 8.100 ; 5.700 ; 5.700 ; 4.900 ; 6.500 ; 5.400 ; 5.600 ; 8.300 ; -   ; 9.000 ; 10.600 ; 10.200 ; 10.000 ; 3.600 ; 5.400 ; 5.100 ; 5.100 ; 2.800 ; 9.100 ; 3.200 ; 2.400 ; 1.400 
 1.800 ; 650 ; 1.000 ; 3.600 ; 6.700 ; 4.400 ; 4.500 ; 7.500 ; 2.200 ; 2.900 ; 4.300 ; 3.600 ; 1.500 ; 6.600 ; 6.800 ; 2.300 ; 8.000 ; 3.600 ; 2.200 ; 3.700 ; 3.300 ; 3.400 ; 3.400 ; 3.400 ; 3.500 ; 2.300 ; 9.000 ; -   ; 1.500 ; 1.100 ; 1.000 ; 5.800 ; 4.000 ; 3.600 ; 3.600 ; 5.800 ; 82 ; 5.800 ; 7.600 ; 7.000 
 3.300 ; 2.200 ; 300 ; 5.100 ; 8.200 ; 5.900 ; 6.000 ; 9.000 ; 3.700 ; 4.400 ; 5.900 ; 5.100 ; 2.500 ; 8.700 ; 8.900 ; 3.800 ; 9.500 ; 5.100 ; 3.800 ; 5.200 ; 4.900 ; 5.400 ; 5.300 ; 5.000 ; 5.100 ; 1.800 ; 10.600 ; 1.500 ; -   ; 400 ; 550 ; 7.300 ; 5.500 ; 5.200 ; 5.200 ; 7.400 ; 1.400 ; 7.200 ; 9.100 ; 8.100 
 2.900 ; 1.700 ; 400 ; 4.700 ; 7.800 ; 5.500 ; 5.600 ; 8.100 ; 3.300 ; 4.000 ; 5.300 ; 4.700 ; 2.600 ; 7.700 ; 7.900 ; 3.400 ; 9.100 ; 4.700 ; 3.400 ; 4.800 ; 4.800 ; 4.500 ; 5.600 ; 4.500 ; 4.600 ; 1.700 ; 10.200 ; 1.100 ; 400 ; -   ; 130 ; 6.900 ; 5.100 ; 4.700 ; 6.900 ; 6.900 ; 1.000 ; 6.600 ; 8.700 ; 7.700 
 2.800 ; 1.600 ; 280 ; 4.600 ; 7.700 ; 5.400 ; 5.400 ; 8.000 ; 3.200 ; 3.800 ; 5.200 ; 1.300 ; 2.400 ; 7.600 ; 7.800 ; 3.200 ; 9.000 ; 4.500 ; 3.200 ; 4.600 ; 4.600 ; 4.400 ; 4.400 ; 4.400 ; 4.500 ; 1.600 ; 10.000 ; 1.000 ; 550 ; 130 ; -   ; 6.800 ; 4.900 ; 4.600 ; 4.600 ; 6.700 ; 900 ; 6.400 ; 8.600 ; 7.600 
 6.600 ; 5.900 ; 7.200 ; 3.100 ; 1.200 ; 2.400 ; 2.300 ; 3.100 ; 5.400 ; 3.200 ; 2.500 ; 3.100 ; 5.200 ; 4.200 ; 4.400 ; 5.600 ; 3.900 ; 2.200 ; 5.600 ; 3.300 ; 3.300 ; 2.400 ; 3.900 ; 3.100 ; 3.000 ; 6.200 ; 3.600 ; 5.800 ; 7.300 ; 6.900 ; 6.800 ; -   ; 2.300 ; 2.300 ; 2.300 ; 750 ; 5.500 ; 2.400 ; 3.800 ; 3.000 
 5.200 ; 4.000 ; 5.200 ; 1.300 ; 3.400 ; 2.000 ; 1.800 ; 3.900 ; 3.400 ; 1.300 ; 1.500 ; 1.400 ; 3.600 ; 4.400 ; 4.600 ; 3.500 ; 4.900 ; 270 ; 1.700 ; 1.300 ; 1.300 ; 550 ; 2.000 ; 1.000 ; 1.200 ; 4.400 ; 5.400 ; 4.000 ; 5.500 ; 5.100 ; 4.900 ; 2.300 ; -   ; 550 ; 550 ; 2.200 ; 3.900 ; 2.900 ; 4.600 ; 3.800 
 4.200 ; 3.700 ; 4.700 ; 700 ; 4.000 ; 1.400 ; 1.200 ; 3.700 ; 4.000 ; 1.000 ; 950 ; 850 ; 3.100 ; 3.800 ; 4.000 ; 4.100 ; 4.600 ; 290 ; 1.400 ; 1.200 ; 1.200 ; 800 ; 1.700 ; 600 ; 750 ; 4.100 ; 5.100 ; 3.600 ; 5.200 ; 4.700 ; 4.600 ; 2.300 ; 550 ; -   ; 10 ; 2.400 ; 3.600 ; 2.200 ; 4.300 ; 3.400 
 4.200 ; 3.700 ; 5.200 ; 700 ; 4.000 ; 1.400 ; 1.200 ; 3.700 ; 4.000 ; 1.000 ; 950 ; 850 ; 3.100 ; 3.800 ; 4.000 ; 4.100 ; 4.600 ; 290 ; 1.400 ; 3.300 ; 1.200 ; 800 ; 1.700 ; 600 ; 750 ; 4.100 ; 5.100 ; 3.600 ; 5.200 ; 6.900 ; 4.600 ; 2.300 ; 550 ; 10 ; -   ; 2.400 ; 3.600 ; 2.200 ; 4.300 ; 3.400 
 6.400 ; 5.900 ; 7.200 ; 3.100 ; 1.400 ; 2.200 ; 2.100 ; 2.300 ; 5.500 ; 3.100 ; 2.300 ; 3.100 ; 5.300 ; 4.000 ; 4.200 ; 5.600 ; 3.100 ; 2.200 ; 3.500 ; 3.100 ; 3.300 ; 2.400 ; 3.800 ; 2.900 ; 3.000 ; 6.200 ; 2.800 ; 5.800 ; 7.400 ; 6.900 ; 6.700 ; 750 ; 2.200 ; 2.400 ; 2.400 ; -   ; 6.300 ; 1.300 ; 3.200 ; 2.300 
 1.900 ; 700 ; 950 ; 3.700 ; 6.800 ; 4.900 ; 4.600 ; 7.100 ; 2.300 ; 2.900 ; 4.300 ; 3.700 ; 1.500 ; 6.700 ; 7.300 ; 2.300 ; 8.100 ; 3.600 ; 3.200 ; 3.400 ; 3.400 ; 3.500 ; 3.500 ; 3.600 ; 3.600 ; 2.600 ; 9.100 ; 82 ; 1.400 ; 1.000 ; 900 ; 5.500 ; 3.900 ; 3.600 ; 3.600 ; 6.300 ; -   ; 5.600 ; 7.700 ; 6.800 
 5.800 ; 5.200 ; 6.500 ; 2.500 ; 1.900 ; 1.500 ; 1.600 ; 1.600 ; 5.100 ; 2.900 ; 1.600 ; 2.400 ; 4.900 ; 6.700 ; 6.900 ; 5.100 ; 2.700 ; 2.500 ; 3.300 ; 2.700 ; 2.700 ; 3.000 ; 3.500 ; 2.400 ; 2.600 ; 5.900 ; 3.200 ; 5.800 ; 7.200 ; 6.600 ; 6.400 ; 2.400 ; 2.900 ; 2.200 ; 2.200 ; 1.300 ; 5.600 ; -   ; 2.200 ; 1.300 
 7.900 ; 7.700 ; 9.000 ; 4.600 ; 3.200 ; 3.700 ; 3.600 ; 600 ; 7.200 ; 4.800 ; 3.800 ; 4.600 ; 7.100 ; 3.500 ; 3.700 ; 7.300 ; 300 ; 4.600 ; 5.300 ; 4.800 ; 4.800 ; 4.800 ; 5.600 ; 4.300 ; 4.700 ; 8.100 ; 2.400 ; 7.600 ; 9.100 ; 8.700 ; 8.600 ; 3.800 ; 4.600 ; 4.300 ; 4.300 ; 3.200 ; 7.700 ; 2.200 ; -   ; 850 
 7.100 ; 6.900 ; 8.100 ; 3.800 ; 2.300 ; 2.800 ; 2.600 ; 300 ; 6.300 ; 4.000 ; 4.000 ; 4.700 ; 6.200 ; 2.700 ; 2.900 ; 6.500 ; 1.300 ; 3.700 ; 4.600 ; 4.000 ; 4.000 ; 3.900 ; 4.800 ; 3.500 ; 3.900 ; 7.200 ; 1.400 ; 7.000 ; 8.100 ; 7.700 ; 7.600 ; 3.000 ; 3.800 ; 3.400 ; 3.400 ; 2.300 ; 6.800 ; 1.300 ; 850 ; -   
